K,F,F_Hopf,DeltaF,iK
0.0111485714285714,0.0015615096269548999,0.001520009626954956,4.1499999999943925e-05,68
0.0112242857142857,0.0015786661709717,0.0015371661709717016,4.149999999999835e-05,69
0.0113,0.0015959076042523,0.0015544076042523641,4.14999999999359e-05,70
0.0113757142857142,0.0016132339246944,0.0015717339246944656,4.1499999999934385e-05,71
0.0114514285714285,0.0016306451318703,0.0015891451318703828,4.1499999999917254e-05,72
0.0115271428571428,0.0016481412270078,0.0016066412270077865,4.150000000001353e-05,73
0.0116028571428571,0.0016657222129708,0.0016242222129708161,4.1499999999983824e-05,74
0.0116785714285714,0.0016833880942417,0.0016418880942417474,4.14999999999526e-05,75
0.0117542857142857,0.0017011388769029,0.0016596388769029718,4.1499999999928096e-05,76
0.01183,0.0017189745686197,0.0016774745686197051,4.149999999999488e-05,77
0.0119057142857142,0.0017368951786229,0.0016953951786228966,4.150000000000334e-05,78
0.0119814285714285,0.0017549007176928,0.0017134007176928395,4.1499999999960405e-05,79
0.0120571428571428,0.0017729911981429,0.0017314911981429204,4.149999999997949e-05,80
0.0121328571428571,0.001791166633804,0.0017496666338040687,4.149999999993135e-05,81
0.0122085714285714,0.0018094270400094,0.0017679270400094288,4.149999999997125e-05,82
0.0122842857142857,0.0018277724335795,0.0017862724335795457,4.1499999999954334e-05,83
0.01236,0.0018462028328078,0.0018047028328078557,4.149999999994436e-05,84
0.0124357142857142,0.0018647182574466,0.0018232182574465933,4.150000000000681e-05,85
0.0125114285714285,0.0018833187286931,0.0018418187286931356,4.149999999996431e-05,86
0.0125871428571428,0.0019020042691765,0.001860504269176548,4.149999999995195e-05,87
0.0126628571428571,0.0019207749029445,0.0018792749029445457,4.1499999999954334e-05,88
0.0127385714285714,0.0019396306554509,0.0018981306554509067,4.1499999999993365e-05,89
0.0128142857142857,0.001958571553543,0.001917071553543065,4.149999999993525e-05,90
0.01289,0.0019775976254501,0.001936097625450113,4.149999999998686e-05,91
0.0129657142857142,0.001996708900771,0.001955208900771041,4.1499999999959104e-05,92
0.0130414285714285,0.0020159054104634,0.0019744054104634465,4.1499999999953466e-05,93
0.0131171428571428,0.0020351871868323,0.0019936871868323006,4.149999999999944e-05,94
0.0131928571428571,0.0020545542635192,0.0020130542635192136,4.1499999999986426e-05,95
0.0132685714285714,0.0020740066754919,0.002032506675491888,4.1500000000012013e-05,96
0.0133442857142857,0.0020935444590339,0.002052044459033904,4.149999999999597e-05,97
0.01342,0.0021131676517347,0.0020716676517347,4.149999999999987e-05,98
0.0134957142857142,0.0021328762924799002,0.0020913762924798796,4.150000000002069e-05,99
0.0135714285714285,0.0021526704214418,0.0021111704214418353,4.149999999996474e-05,100
0.0136471428571428,0.0021725500800704,0.002131050080070425,4.149999999997515e-05,101
0.0137228571428571,0.0021925153110841002,0.002151015311084123,4.149999999997732e-05,102
0.0137985714285714,0.0022125661584612,0.0021710661584612503,4.149999999994956e-05,103
0.0138742857142857,0.0022327026674315,0.0021912026674315854,4.1499999999914435e-05,104
0.01395,0.002252924884468,0.002211424884468023,4.1499999999976885e-05,105
0.0140257142857142,0.0022732328572786,0.0022317328572786024,4.14999999999977e-05,106
0.0141014285714285,0.0022936266347988,0.0022521266347988594,4.1499999999940456e-05,107
0.0141771428571428,0.002314106267184,0.0022726062671839867,4.1500000000013314e-05,108
0.0142528571428571,0.0023346718058016,0.002293171805801658,4.149999999994176e-05,109
0.0143285714285714,0.0023553233032248,0.002313823303224813,4.1499999999987294e-05,110
0.0144042857142857,0.0023760608132247,0.0023345608132247023,4.14999999999977e-05,111
0.01448,0.0023968843907641,0.002355384390764173,4.149999999992701e-05,112
0.0145557142857142,0.002417794091991,0.002376294091991013,4.149999999998686e-05,113
0.0146314285714285,0.0024387899742317,0.002397289974231741,4.1499999999959104e-05,114
0.0147071428571428,0.0024598720959852,0.0024183720959852634,4.149999999993655e-05,115
0.0147828571428571,0.0024810405169169002,0.002439540516916916,4.149999999998426e-05,116
0.0148585714285714,0.0025022952978527,0.0024607952978527026,4.149999999999727e-05,117
0.0149342857142857,0.0025236365007735,0.002482136500773599,4.149999999990099e-05,118
0.01501,0.00254506418881,0.0025035641888100507,4.149999999994913e-05,119
0.0150857142857142,0.0025665784262367,0.0025250784262367335,4.149999999996648e-05,120
0.0151614285714285,0.0025881792784674,0.002546679278467412,4.149999999998816e-05,121
0.0152371428571428,0.0026098668120498,0.0025683668120498604,4.149999999993959e-05,122
0.0153128571428571,0.0026316410946612,0.002590141094661186,4.150000000001418e-05,123
0.0153885714285714,0.002653502195103,0.002612002195103033,4.149999999996691e-05,124
0.0154642857142857,0.0026754501832971,0.002633950183297179,4.149999999992094e-05,125
0.01554,0.0026974851302811,0.002655985130281112,4.149999999998816e-05,126
0.0156157142857142,0.0027196071082038,0.0026781071082038407,4.1499999999959104e-05,127
0.0156914285714285,0.0027418161903219,0.0027003161903218775,4.150000000002242e-05,128
0.0157671428571428,0.0027641124509952,0.0027226124509952265,4.1499999999973416e-05,129
0.0158428571428571,0.0027864959656837,0.002744995965683672,4.150000000002806e-05,130
0.0159185714285714,0.0028089668109431,0.0027674668109431075,4.14999999999925e-05,131
0.0159942857142857,0.002831525064422,0.002790025064422011,4.149999999998903e-05,132
0.01607,0.0028541708048581,0.002812670804858121,4.1499999999979054e-05,133
0.0161457142857142,0.0028769041120751,0.0028354041120751475,4.14999999999526e-05,134
0.0162214285714285,0.0028997250669797,0.0028582250669797263,4.149999999997385e-05,135
0.0162971428571428,0.0029226337515583,0.0028811337515583374,4.1499999999962574e-05,136
0.0163728571428571,0.0029456302488745,0.00290413024887453,4.1499999999969946e-05,137
0.0164485714285714,0.0029687146430661,0.0029272146430661047,4.14999999999951e-05,138
0.0165242857142857,0.0029918870193425,0.002950387019342547,4.149999999995303e-05,139
0.0166,0.0030151474639825,0.0029736474639825636,4.149999999993655e-05,140
0.0166757142857142,0.0030384960643316,0.0029969960643315974,4.150000000000247e-05,141
0.0167514285714285,0.0030619329087997,0.003020432908799754,4.149999999994566e-05,142
0.0168271428571428,0.0030854580868594,0.003043958086859387,4.150000000001288e-05,143
0.0169028571428571,0.0031090716890433,0.003067571689043286,4.150000000001418e-05,144
0.0169785714285714,0.0031327738069426,0.003091273806942664,4.149999999993612e-05,145
0.0170542857142857,0.0031565645332053,0.0031150645332053,4.149999999999987e-05,146
0.01713,0.0031804439615339,0.003138943961533934,4.149999999996604e-05,147
0.0172057142857142,0.0032044121866846,0.0031629121866845675,4.1500000000032396e-05,148
0.0172814285714285,0.0032284693044651,0.003186969304465069,4.1500000000031095e-05,149
0.0173571428571428,0.0032526154117337,0.00321111541173371,4.1499999999989896e-05,150
0.0174328571428571,0.0032768506063978,0.0032353506063978674,4.149999999993265e-05,151
0.0175085714285714,0.0033011749874128,0.003259674987412829,4.1499999999970814e-05,152
0.0175842857142857,0.0033255886547808,0.0032840886547807965,4.150000000000334e-05,153
0.01766,0.0033500917095498,0.003308591709549849,4.1499999999950864e-05,154
0.0177357142857142,0.0033746842538129,0.003333184253812946,4.1499999999954334e-05,155
0.0178114285714285,0.0033993663907073,0.003357866390707377,4.1499999999922675e-05,156
0.0178871428571428,0.0034241382244138002,0.0033826382244137934,4.150000000000681e-05,157
0.0179628571428571,0.0034489998601557,0.0034074998601557674,4.149999999993265e-05,158
0.0180385714285714,0.0034739514041992,0.003432451404199205,4.14999999999951e-05,159
0.0181142857142857,0.003498992963852,0.0034574929638520255,4.149999999997472e-05,160
0.01819,0.0035241246474637,0.003482624647463725,4.149999999997472e-05,161
0.0182657142857142,0.0035493465644251,0.0035078465644251336,4.149999999996648e-05,162
0.0183414285714285,0.0035746588251685,0.0035331588251684837,4.150000000001635e-05,163
0.0184171428571428,0.003600061541167,0.0035585615411670296,4.149999999997038e-05,164
0.0184928571428571,0.0036255548249353,0.003584054824935304,4.14999999999964e-05,165
0.0185685714285714,0.0036511387900291,0.0036096387900291307,4.149999999996908e-05,166
0.0186442857142857,0.0036768135510459,0.0036353135510459322,4.149999999996778e-05,167
0.01872,0.0037025792236248,0.003661079223624873,4.149999999992701e-05,168
0.0187957142857142,0.0037284359244473,0.0036869359244473265,4.1499999999973416e-05,169
0.0188714285714285,0.0037543837712374,0.003712883771237442,4.14999999999578e-05,170
0.0189471428571428,0.0037804228827624,0.0037389228827623827,4.150000000001722e-05,171
0.0190228571428571,0.0038065533788332,0.0037650533788332677,4.1499999999932216e-05,172
0.0190985714285714,0.0038657753803056,0.0037912753803056864,7.449999999991361e-05,173
0.0191742857142857,0.0038920890090805,0.0038175890090805104,7.44999999999895e-05,174
0.01925,0.0039184943881048,0.003843994388104899,7.449999999990103e-05,175
0.0193257142857142,0.003944991641373,0.0038704916413730486,7.449999999995134e-05,176
0.0194014285714285,0.0039715808939274,0.0038970808939273877,7.450000000001206e-05,177
0.0194771428571428,0.0039982622718596,0.0039237622718596155,7.44999999999843e-05,178
0.0195528571428571,0.0040250359023118,0.003950535902311876,7.449999999992359e-05,179
0.0196285714285714,0.004051901913478,0.003977401913478042,7.449999999995828e-05,180
0.0197042857142857,0.0040788604346051,0.0040043604346050865,7.450000000001379e-05,181
0.01978,0.0041059115959944,0.0040314115959944954,7.44999999999045e-05,182
0.0198557142857142,0.0041330555290037,0.0040585555290036865,7.450000000001379e-05,183
0.0199314285714285,0.0041602923660478,0.004085792366047759,7.450000000004068e-05,184
0.0200071428571428,0.004187622240601,0.004113122240601015,7.449999999998517e-05,185
0.0200828571428571,0.0042150452871986,0.004140545287198663,7.44999999999366e-05,186
0.0201585714285714,0.0042425616414387,0.004168061641438729,7.449999999997042e-05,187
0.0202342857142857,0.0042701714399838,0.004195671439983881,7.449999999991925e-05,188
0.02031,0.0042978748205634,0.004223374820563411,7.44999999999895e-05,189
0.0203857142857142,0.0043256719219752,0.004251171921975182,7.450000000001813e-05,190
0.0204614285714285,0.0043535628840879,0.004279062884087928,7.449999999997216e-05,191
0.0205371428571428,0.0043815478478431,0.004307047847843165,7.449999999993486e-05,192
0.0206128571428571,0.0044096269552576,0.004335126955257687,7.449999999991318e-05,193
0.0206885714285714,0.0044378003494257,0.004363300349425725,7.449999999997476e-05,194
0.0207642857142857,0.0044660681745214,0.004391568174521472,7.449999999992792e-05,195
0.02084,0.0044944305758014,0.0044199305758014715,7.449999999992879e-05,196
0.0209157142857142,0.0045228876996071,0.004448387699607155,7.449999999994527e-05,197
0.0209914285714285,0.0045514396933677,0.004476939693367689,7.450000000001119e-05,198
0.0210671428571428,0.0045800867056023,0.004505586705602284,7.45000000000164e-05,199
0.0211428571428571,0.0046088288859232,0.0045343288859232694,7.449999999993052e-05,200
0.0212185714285714,0.0046376663850388,0.004563166385038814,7.449999999998604e-05,201
0.0212942857142857,0.0046665993547559004,0.0045920993547559075,7.449999999999297e-05,202
0.02137,0.0046956279479831,0.004621127947983181,7.449999999991925e-05,203
0.0214457142857142,0.0047247523187342,0.004650252318734206,7.449999999999384e-05,204
0.0215214285714285,0.0047539726221305,0.004679472622130511,7.44999999999895e-05,205
0.0215971428571428,0.0047832890144047,0.004708789014404718,7.44999999999817e-05,206
0.0216728571428571,0.0048127016529039,0.004738201652903902,7.449999999999818e-05,207
0.0217485714285714,0.0048422106960929,0.004767710696092983,7.449999999991665e-05,208
0.0218242857142857,0.004871816303558,0.004797316303557994,7.450000000000599e-05,209
0.0219,0.0049015186360097,0.004827018636009789,7.449999999991144e-05,210
0.0219757142857142,0.0049313178552873,0.004856817855287368,7.449999999993226e-05,211
0.0220514285714285,0.0049612141243618,0.004886714124361813,7.44999999999869e-05,212
0.0221271428571428,0.0049912076073397,0.004916707607339713,7.449999999998777e-05,213
0.0222028571428571,0.0050212984694671,0.004946798469467162,7.449999999993833e-05,214
0.0222785714285714,0.0050514868771334,0.004976986877133417,7.449999999998257e-05,215
0.0223542857142857,0.005081772997875,0.005007272997875088,7.449999999991144e-05,216
0.02243,0.0051121570003799,0.005037657000379919,7.449999999998083e-05,217
0.0225057142857142,0.005142639054491,0.0050681390544909735,7.45000000000268e-05,218
0.0225814285714285,0.0051732193312108,0.005098719331210817,7.449999999998257e-05,219
0.0226571428571428,0.0052038980027057005,0.005129398002705676,7.45000000000242e-05,220
0.0227328571428571,0.0052346752423097,0.005160175242309724,7.44999999999765e-05,221
0.0228085714285714,0.0052655512245295,0.005191051224529543,7.449999999995741e-05,222
0.0228842857142857,0.0052965261250485,0.005222026125048525,7.449999999997563e-05,223
0.02296,0.0053276001207313,0.00525310012073138,7.449999999992012e-05,224
0.0230357142857142,0.0053587733896287,0.005284273389628731,7.449999999996869e-05,225
0.0231114285714285,0.0053900461109819,0.00531554611098195,7.44999999999496e-05,226
0.0231871428571428,0.0054214184652276,0.005346918465227626,7.449999999997389e-05,227
0.0232628571428571,0.0054528906340026,0.005378390634002604,7.449999999999558e-05,228
0.0233385714285714,0.0054844628001487,0.005409962800148778,7.449999999992185e-05,229
0.0234142857142857,0.0055161351477181,0.0054416351477181504,7.44999999999496e-05,230
0.02349,0.0055479078619778,0.005473407861977857,7.449999999994354e-05,231
0.0235657142857142,0.0055797811294152,0.005505281129415195,7.450000000000512e-05,232
0.0236414285714285,0.0056117551377431,0.0055372551377430995,7.450000000000078e-05,233
0.0237171428571428,0.0056438300759051,0.005569330075905085,7.450000000001466e-05,234
0.0237928571428571,0.0056760061340808,0.005601506134080843,7.449999999995741e-05,235
0.0238685714285714,0.0057412835036916,0.005633783503691654,0.00010749999999994618,236
0.0239442857142857,0.0057736623774057,0.005666162377405783,0.00010749999999991756,237
0.02402,0.0058061429491442,0.005698642949144239,0.00010749999999996093,238
0.0240957142857142,0.0058387254140863,0.0057312254140862995,0.00010750000000000082,239
0.0241714285714285,0.0058714099686755,0.0057639099686755055,0.00010749999999999475,240
0.0242471428571428,0.0059041968106252,0.005796696810625189,0.00010750000000001123,241
0.0243228571428571,0.0059370861389246,0.0058295861389246195,0.00010749999999998087,242
0.0243985714285714,0.0059700781538448,0.0058625781538448885,0.00010749999999991149,243
0.0244742857142857,0.006003173056945,0.005895673056945057,0.00010749999999994271,244
0.02455,0.0060363710510783,0.0059288710510783035,0.00010749999999999649,245
0.0246257142857142,0.0060696723403981,0.005962172340398142,0.00010749999999995832,246
0.0247014285714285,0.0061030771303648,0.005995577130364818,0.00010749999999998174,247
0.0247771428571428,0.0061365856277516,0.006029085627751611,0.00010749999999998868,248
0.0248528571428571,0.0061701980406514,0.006062698040651446,0.00010749999999995399,249
0.0249285714285714,0.0062039145784834,0.006096414578483381,0.00010750000000001904,250
0.0250042857142857,0.0062377354519993,0.006130235451999352,0.00010749999999994791,251
0.02508,0.0062716608732908,0.006164160873290844,0.00010749999999995572,252
0.0251557142857142,0.0063056910557958,0.006198191055795818,0.00010749999999998174,253
0.0252314285714285,0.0063398262143056,0.006232326214305639,0.00010749999999996093,254
0.0253071428571428,0.0063740665649719,0.006266566564971966,0.00010749999999993404,255
0.0253828571428571,0.0064084123253138996,0.006300912325313948,0.00010749999999995138,256
0.0254585714285714,0.0064428637142254,0.006335363714225446,0.00010749999999995399,257
0.0255342857142857,0.0064774209519822,0.0063699209519822025,0.00010749999999999735,258
0.02561,0.0065120842602493,0.006404584260249348,0.00010749999999995225,259
0.0256857142857142,0.0065468538620887,0.006439353862088708,0.00010749999999999215,260
0.0257614285714285,0.0065817299819666,0.0064742299819665755,0.00010750000000002424,261
0.0258371428571428,0.0066167128457611,0.006509212845761128,0.0001074999999999722,262
0.0259128571428571,0.0066518026807702,0.006544302680770227,0.00010749999999997307,263
0.0259885714285714,0.0066869997157194,0.006579499715719396,0.0001075000000000043,264
0.0260642857142857,0.0067223041807695,0.006614804180769519,0.00010749999999998087,265
0.02614,0.006757716307525,0.006650216307525082,0.00010749999999991756,266
0.0262157142857142,0.0067932363290421,0.006685736329042055,0.00010750000000004506,267
0.0262914285714285,0.0068288644798364,0.00672136447983647,0.00010749999999993057,268
0.0263671428571428,0.0068646009958923,0.006757100995892301,0.00010749999999999909,269
0.0264428571428571,0.0069004461146701,0.006792946114670129,0.00010749999999997133,270
0.0265185714285714,0.0069364000751156,0.006828900075115656,0.00010749999999994445,271
0.0265942857142857,0.0069724631176682,0.006864963117668252,0.00010749999999994791,272
0.02667,0.0070086354842696,0.006901135484269627,0.00010749999999997307,273
0.0267457142857142,0.0070449174183728,0.006937417418372761,0.00010750000000003899,274
0.0268214285714285,0.0070813091649508,0.0069738091649508074,0.00010749999999999215,275
0.0268971428571428,0.0071178109705059,0.007010310970505952,0.00010749999999994791,276
0.0269728571428571,0.0071544230830787,0.007046923083078763,0.0001074999999999375,277
0.0270485714285714,0.0072241457522572,0.007083645752257277,0.0001404999999999228,278
0.0271242857142857,0.0072609792291863,0.007120479229186363,0.00014049999999993668,279
0.0272,0.0072979237665772,0.007157423766577235,0.00014049999999996444,280
0.0272757142857142,0.0073349796187169,0.007194479618716915,0.00014049999999998525,281
0.0273514285714285,0.007372147041478,0.007231647041478044,0.00014049999999995576,282
0.0274271428571428,0.0074094262923285,0.007268926292328462,0.00014050000000003816,283
0.0275028571428571,0.0074468176303413,0.007306317630341272,0.00014050000000002776,284
0.0275785714285714,0.0074843213162047,0.007343821316204709,0.00014049999999999133,285
0.0276542857142857,0.0075219376122323,0.0073814376122323735,0.00014049999999992627,286
0.02773,0.0075596667823733,0.0074191667823733445,0.00014049999999995576,287
0.0278057142857142,0.0075975090922226,0.007457009092222647,0.00014049999999995316,288
0.0278814285714285,0.0076354648090317,0.0074949648090317095,0.00014049999999999046,289
0.0279571428571428,0.0076735342017188,0.007533034201718844,0.00014049999999995576,290
0.0280328571428571,0.00771171754088,0.007571217540880033,0.00014049999999996704,291
0.0281085714285714,0.0077500150987997,0.007609515098799716,0.0001404999999999844,292
0.0281842857142857,0.0077884271494617,0.007647927149461761,0.00014049999999993842,293
0.02826,0.0078269539685606,0.0076864539685606095,0.00014049999999999133,294
0.0283357142857142,0.0078655958335123,0.007725095833512295,0.0001405000000000052,295
0.0284114285714285,0.007904353023466,0.007763853023466043,0.00014049999999995663,296
0.0284871428571428,0.007943225819315398,0.0078027258193154175,0.00014049999999998092,297
0.0285628571428571,0.0079822145037101,0.007841714503710066,0.00014050000000003296,298
0.0286385714285714,0.008021319361067501,0.007880819361067493,0.00014050000000000867,299
0.0287142857142857,0.008060540677584702,0.007920040677584728,0.00014049999999997398,300
0.02879,0.0080998787412505,0.007959378741250502,0.00014049999999999827,301
0.0288657142857142,0.0081393338418571,0.007998833841857109,0.00014049999999999133,302
0.0289414285714285,0.0081789062710131,0.008038406271013064,0.00014050000000003643,303
0.0290171428571428,0.008218596322154999,0.008078096322155018,0.00014049999999998092,304
0.0290928571428571,0.0082584042905605,0.008117904290560501,0.00014049999999999827,305
0.0291685714285714,0.008298330473360701,0.008157830473360751,0.0001404999999999497,306
0.0292442857142857,0.0083383751695532,0.008197875169553205,0.0001404999999999948,307
0.02932,0.008378538680014699,0.008238038680014707,0.00014049999999999133,308
0.0293957142857142,0.0084188213075144,0.008278321307514422,0.00014049999999997745,309
0.0294714285714285,0.008459223356727299,0.008318723356727314,0.0001404999999999844,310
0.0295471428571428,0.0084997451342473,0.008359245134247316,0.0001404999999999844,311
0.0296228571428571,0.0085403869486009,0.008399886948600915,0.0001404999999999844,312
0.0296985714285714,0.008581149110261001,0.008440649110261024,0.00014049999999997745,313
0.0297742857142857,0.008622031931660501,0.008481531931660576,0.0001404999999999254,314
0.02985,0.0086630357272067,0.008522535727206751,0.0001404999999999497,315
0.0299257142857142,0.008704160813295,0.008563660813295008,0.00014049999999999133,316
0.0300014285714285,0.008745407508323599,0.008604907508323607,0.00014049999999999133,317
0.0300771428571428,0.0087867761327078,0.008646276132707797,0.00014050000000000173,318
0.0301528571428571,0.008828267008894601,0.008687767008894669,0.00014049999999993235,319
0.0302285714285714,0.008869880461377901,0.00872938046137793,0.0001404999999999705,320
0.0303042857142857,0.0089116168167129,0.008771116816712922,0.00014049999999997745,321
0.03038,0.0089534764035317,0.008812976403531736,0.00014049999999996357,322
0.0304557142857142,0.008995459552558399,0.008854959552558446,0.00014049999999995316,323
0.0305314285714285,0.0090375665966249,0.008897066596624904,0.0001404999999999948,324
0.0306071428571428,0.009112797870686001,0.008939297870686043,0.0001734999999999584,325
0.0306828571428571,0.009155153711835999,0.008981653711835978,0.00017350000000002086,326
0.0307585714285714,0.009197634459323902,0.009024134459323922,0.00017349999999997923,327
0.0308342857142857,0.009240240454570399,0.009066740454570434,0.00017349999999996535,328
0.03091,0.0092829720411839,0.009109472041183925,0.00017349999999997576,329
0.0309857142857142,0.0093258295649769,0.009152329564976927,0.0001734999999999723,330
0.0310614285714285,0.0093688133739833,0.009195313373983341,0.0001734999999999584,331
0.0311371428571428,0.009411923818474999,0.009238423818475006,0.0001734999999999931,332
0.0312128571428571,0.009455161250978901,0.009281661250978936,0.00017349999999996535,333
0.0312885714285714,0.0094985260262948,0.00932502602629482,0.00017349999999997923,334
0.0313642857142857,0.0095420185015124,0.009368518501512463,0.0001734999999999376,335
0.03144,0.009585639036029499,0.00941213903602952,0.00017349999999997923,336
0.0315157142857142,0.0096293879915695,0.009455887991569503,0.00017349999999999657,337
0.0315914285714285,0.009673265732199999,0.009499765732200058,0.00017349999999994106,338
0.0316671428571428,0.009717272624351,0.009543772624351084,0.00017349999999991678,339
0.0317428571428571,0.0097614090368334,0.009587909036833438,0.00017349999999996188,340
0.0318185714285714,0.0098056753408578,0.0096321753408578,0.00017350000000000004,341
0.0318942857142857,0.0098500719100536,0.009676571910053645,0.00017349999999995494,342
0.03197,0.0098945991204883,0.009721099120488394,0.00017349999999990637,343
0.0320457142857142,0.009906257350686901,0.009765757350686938,0.00014049999999996357,344
0.0321214285714285,0.0099840469816515,0.009810546981651493,0.00017350000000000698,345
0.0321971428571428,0.0100289683968811,0.009855468396881138,0.00017349999999996188,346
0.0322728571428571,0.0100410219823922,0.00990052198239224,0.0001404999999999601,347
0.0323485714285714,0.0101192081267387,0.009945708126738756,0.00017349999999994453,348
0.0324242857142857,0.0101645272210328,0.00999102722103281,0.00017349999999998963,349
0.0325,0.0101769796589656,0.010036479658965654,0.00014049999999994622,350
0.0325757142857142,0.0102555658368285,0.010082065836828545,0.00017349999999995494,351
